Title,Authors,Publication,Year,Type,Key Findings,Relevance,Status,URL,Notes,Tags,Citation,Source
Gemini 1.5: Unlocking multimodal understanding across millions of tokens of context,"Machel Reid, Nikolay Savinov, Denis Teplyashin, Dmitry Lepikhin, T. Lillicrap, Jean-Baptiste Alayrac, Radu Soricut, Angeliki Lazaridou, Orhan Firat, Julian Schrittwieser, Ioannis Antonoglou, Rohan Anil, Sebastian Borgeaud, Andrew M. Dai, Katie Millican, Ethan Dyer, Mia Glaese, Thibault Sottiaux, Ben-jamin Lee, Fabio Viola, Malcolm Reynolds, Yuanzhong Xu, James Molloy, Jilin Chen, M. Isard, P. Barham, Tom Hennigan, Ross Mcilroy, Melvin Johnson, J. Schalkwyk, Eli Collins, Eliza Rutherford, Erica Moreira, Kareem W. Ayoub, Megha Goel, Clemens Meyer, Gregory Thornton, Zhen Yang, H. Michalewski, Zaheer Abbas, Nathan Schucher, Ankesh Anand, Richard Ives, James Keeling, Karel Lenc, S. Haykal, Siamak Shakeri, Pranav Shyam, A. Chowdhery, Roman Ring, Stephen Spencer, Eren Sezener, Luke Vilnis, Os-car Chang, Nobuyuki Morioka, George Tucker, Ce Zheng, Oliver Woodman, Nithya Attaluri, Tomás Kociský, Evgenii Eltyshev, Xi Chen, Timothy Chung, Vittorio Selo, Siddhartha Brahma, Petko Georgiev, Ambrose Slone, Zhenkai Zhu, James Lottes, Siyuan Qiao, Ben Caine, Sebastian Riedel, Alex Tomala, Martin Chadwick, J Christopher Love, Peter Choy, Sid Mittal, N. Houlsby, Yunhao Tang, Matthew Lamm, Libin Bai, Qiao Zhang, Luheng He, Yong Cheng, Peter Humphreys, Yujia Li, Sergey Brin, Albin Cassirer, Ying-Qi Miao, Lukás Zilka, Taylor Tobin, Kelvin Xu, Lev Proleev, Daniel Sohn, Alberto Magni, L. Hendricks, Isabel Gao, Santiago Ontan'on, Oskar Bunyan, Nathan Byrd, Abhanshu Sharma, Biao Zhang, Mario Pinto, Rishika Sinha, Harsh Mehta, Dawei Jia, Sergi Caelles, Albert Webson, Alex Morris, Becca Roelofs, Yifan Ding, Robin Strudel, Xuehan Xiong, Marvin Ritter, Mostafa Dehghani, R. Chaabouni, Abhijit Karmarkar, Guangda Lai, Fabian Mentzer, Bibo Xu, YaGuang Li, Yujing Zhang, T. Paine, Alex Goldin, Behnam Neyshabur, Kate Baumli, Anselm Levskaya, Michael Laskin, Wenhao Jia, Jack W. Rae, Kefan Xiao, Antoine He, Skye Giordano, Lakshman Yagati, Jean-Baptiste Lespiau, Paul Natsev, Sanjay Ganapathy, Fangyu Liu, Danilo Martins, Nanxin Chen, Yunhan Xu, Megan Barnes, Rhys May, Arpi Vezer, Junhyuk Oh, Ken Franko, Sophie Bridgers, Ruizhe Zhao, Boxi Wu, Basil Mustafa, Sean Sechrist, Emilio Parisotto, Thanumalayan Sankaranarayana Pillai, Chris Larkin, Chenjie Gu, Christina Sorokin, M. Krikun, Alexey Guseynov, Jessica Landon, Romina Datta, A. Pritzel, Phoebe Thacker, Fan Yang, Kevin Hui, A.E. Hauth, C. Yeh, David Barker, J. Mao-Jones, Sophia Austin, Hannah Sheahan, Parker Schuh, James Svensson, Rohan Jain, V. Ramasesh, Anton Briukhov, D. Chung, Tamara von Glehn, Christina Butterfield, Priya Jhakra, Matt Wiethoff, Justin Frye, Jordan Grimstad, Beer Changpinyo, Charline Le Lan, Anna Bortsova, Yonghui Wu, P. Voigtlaender, Tara N. Sainath, Charlotte Smith, Will Hawkins, Kris Cao, James Besley, S. Srinivasan, Mark Omernick, Colin Gaffney, G. Surita, Ryan Burnell, Bogdan Damoc, Junwhan Ahn, Andrew Brock, Mantas Pajarskas, Anastasia Petrushkina, Seb Noury, Lorenzo Blanco, Kevin Swersky, Arun Ahuja, Thi Avrahami, Vedant Misra, Raoul de Liedekerke, Mariko Iinuma, A. Polozov, Sarah York, George van den Driessche, Paul Michel, Justin Chiu, Rory Blevins, Zach Gleicher, Adrià Recasens, Alban Rrustemi, E. Gribovskaya, Au-rko Roy, Wiktor Gworek, Sébastien M. R. Arnold, Lisa Lee, James Lee-Thorp, M. Maggioni, Enrique Piqueras, Kartikeya Badola, S. Vikram, Lucas Gonzalez, Anirudh Baddepudi, Evan Senter, J. Devlin, James Qin, Michael Azzam, Maja Trebacz, M. Polacek, Kashyap Krishnakumar, Shuo-Yiin Chang, Matthew Tung, Ivo Penchev, Rishabh Joshi, Kate Olszewska, Carrie Muir, Mateo Wirth, A. Hartman, Joshua Newlan, S. Kashem, Vijay Bolina, Elahe Dabir, Joost R. van Amersfoort, Zafarali Ahmed, James Cobon-Kerr, Aishwarya B Kamath, A. M. Hrafnkelsson, Le Hou, Ian Mackinnon, Alexandre Frechette, Eric Noland, Xi-ance Si, Emanuel Taropa, Dong Li, Phil Crone, Anmol Gulati, S'ebastien Cevey, Jonas Adler, Ada Ma, David Silver, Simon Tokumine, Richard Powell, Stephan Lee, Michael B. Chang, Samer Hassan, Diana Mincu, Antoine Yang, Nir Levine, Jenny Brennan, Mingqiu Wang, Sarah Hodkinson, Jeffrey Zhao, Josh Lipschultz, Aedan Pope, Michael B. Chang, Cheng Li, Laurent El Shafey, M. Paganini, Sholto Douglas, Bernd Bohnet, Fabio Pardo, Seth Odoom, Mihaela Roșca, Cicero Nogueira dos Santos, Kedar Soparkar, A. Guez, Tom Hudson, Steven Hansen, Chulayuth Asawaroengchai, Ravichandra Addanki, Tianhe Yu, Wojciech Stokowiec, Mina Khan, Justin Gilmer, Jaehoon Lee, Carrie Grimes Bostock, Keran Rong, Jonathan Caton, Pedram Pejman, Filip Pavetic, Geoff Brown, Vivek Sharma, Mario Luvci'c, Rajku-mar Samuel, J. Djolonga, Amol Mandhane, Lars Lowe Sjosund, Elena Buchatskaya, Elspeth White, Natalie Clay, Jiepu Jiang, Hyeontaek Lim, Ross Hemsley, Jane Labanowski, Nicola De Cao, David Steiner, Sayed Hadi Hashemi, Jacob Austin, Anita Gergely, Tim Blyth, Joe Stanton, K. Shivakumar, Aditya Siddhant, Anders Andreassen, Carlos L. Araya, Nikhil Sethi, Rakesh Shivanna, Steven Hand, Ankur Bapna, A. Khodaei, Antoine Miech, Garrett Tanzer, Andy Swing, S. Thakoor, Zhufeng Pan, Zachary Nado, Stephanie Winkler, Dian Yu, Mohammad Saleh, Lorenzo Maggiore, Iain Barr, Minh Giang, Thais Kagohara, Ivo Danihelka, Amit Marathe, Vladimir Feinberg, Mohamed Elhawaty, Nimesh Ghelani, Dan Horgan, Helen Miller, Lexi Walker, Richard Tanburn, Mukarram Tariq, Disha Shrivastava, Fei Xia, Chung-Cheng Chiu, Zoe Ashwood, Khuslen Baatarsukh, Sina Samangooei, Fred Alcober, Axel Stjerngren, P. Komarek, Katerina Tsihlas, Anudhyan Boral, R. Comanescu, Jeremy Chen, Ruibo Liu, Dawn Bloxwich, Charlie Chen, Yanhua Sun, Fangxi-aoyu Feng, M. Mauger, Xerxes Dotiwalla, V. Hellendoorn, Michael Sharman, Ivy Zheng, Krishna Haridasan, Gabriel Barth-Maron, Craig Swanson, Dominika Rogozi'nska, Alek Andreev, P. Rubenstein, Ruoxin Sang, Dan Hurt, Gamaleldin Elsayed, Ren-shen Wang, Dave Lacey, Anastasija Ili'c, Yao Zhao, Woohyun Han, Lora Aroyo, Chimezie Iwuanyanwu, Vitaly Nikolaev, Balaji Lakshminarayanan, Sadegh Jazayeri, Raphael Lopez Kaufman, Mani Varadarajan, Chetan Tekur, Doug Fritz, Misha Khalman, David Reitter, Kingshuk Dasgupta, Shourya Sarcar, T. Ornduff, Javier Snaider, Fantine Huot, Johnson Jia, Rupert Kemp, Nejc Trdin, Anitha Vijayakumar, Lucy Kim, Christof Angermueller, Li Lao, Tianqi Liu, Haibin Zhang, David Engel, Somer Greene, Anais White, Jessica Austin, Lilly Taylor, Shereen Ashraf, Dangyi Liu, Maria Georgaki, Irene Cai, Yana Kulizhskaya, Sonam Goenka, Brennan Saeta, Kiran Vodrahalli, Christian Frank, D. Cesare, Brona Robenek, Harry Richardson, Mah-moud Alnahlawi, Christo-pher Yew, Priya Ponnapalli, M. Tagliasacchi, Alex Korchemniy, Yelin Kim, Dinghua Li, B. Rosgen, Kyle Levin, Jeremy Wiesner, Praseem Banzal, Praveen Srinivasan, Hongkun Yu, cCauglar Unlu, David Reid, Zora Tung, D. Finchelstein, Ravin Kumar, A. Elisseeff, Jin Huang, Ming Zhang, Rui Zhu, Ricardo Aguilar, Mai Gim'enez, Jiawei Xia, Olivier Dousse, W. Gierke, S. Yeganeh, Damion Yates, Komal Jalan, Lu Li, Eri Latorre-Chimoto, Duc Dung Nguyen, Ken Durden, Praveen Kallakuri, Yaxin Liu, Matthew Johnson, Tomy Tsai, Alice Talbert, Jasmine Liu, Alexander Neitz, C. Elkind, Marco Selvi, Mimi Jasarevic, Livio Baldini Soares, Livio Baldini Soares, Pidong Wang, A. Wang, Xinyu Ye, Krystal Kallarackal, Lucia Loher, Hoi Lam, Josef Broder, D. Holtmann-Rice, Nina Martin, Bramandia Ramadhana, Daniel Toyama, Mrinal Shukla, Sujoy Basu, Abhi Mohan",arXiv.org,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/c811bedbe8f4c21d0cba9f9175f7c2eb203284a7,,,,Awesome-AI4Animation
Generating Manga from Illustrations via Mimicking Manga Workflow,Lvmin Zhang,,2021.0,,,,To Assess,https://www.semanticscholar.org/paper/714be044d43ebda4adde777eeda63d71e075cd7c,,,,AwesomeAnimeResearch
GroundVLP: Harnessing Zero-shot Visual Grounding from Vision-Language Pre-training and Open-Vocabulary Object Detection,"Haozhan Shen, Tiancheng Zhao, Mingwei Zhu, Jianwei Yin",AAAI Conference on Artificial Intelligence,2023.0,,,,To Assess,https://www.semanticscholar.org/paper/d63b7b7d63e06db118d35fac98df336d6e7d0e06,,,,awesome-comics-understanding
How to train your conditional GAN: An approach using geometrically structured latent manifolds,"Sameera Ramasinghe, M. Farazi, Salman Hameed Khan, Nick Barnes, Stepehn Gould",arXiv.org,2020.0,,,,To Assess,https://www.semanticscholar.org/paper/42c2b76352d3a97c0feef88e37f224527e5c5541,,,,AwesomeAnimeResearch
Improving the Perceptual Quality of 2D Animation Interpolation,"Shuhong Chen, Matthias Zwicker",European Conference on Computer Vision,2021.0,,,,To Assess,https://www.semanticscholar.org/paper/1831959445c2e995b9fe79dfa6386de6c58138cf,,,,"Awesome-AI4Animation, Awesome-Animation-Research, AwesomeAnimeResearch"
Instance-guided Cartoon Editing with a Large-scale Dataset,"Jian Lin, Chengze Li, Xueting Liu, Zhongping Ge",arXiv.org,2023.0,,,,To Assess,https://www.semanticscholar.org/paper/26581d2eafc53fbf73b30da664934b320df3ef8a,,,,AwesomeAnimeResearch
Investigating Neural Networks and Transformer Models for Enhanced Comic Decoding,"Eleanna Kouletou, V. Papavassiliou, V. Katsouros",IEEE International Conference on Document Analysis and Recognition,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/1a7f792b3cdaf9840854935a0e0faf926ad4dd2c,,,,awesome-comics-understanding
Large Language Models as Manga Translators: A Case Study,"Zhishen Yang, Tosho Hirasawa, Edison Marrese-Taylor, Naoaki Okazaki",,,,,,To Assess,https://www.semanticscholar.org/paper/7f47d4f5b98de70c088ec580d3d6bb50370ae6d1,,,,awesome-comics-understanding
Learning to Incorporate Texture Saliency Adaptive Attention to Image Cartoonization,"Xiang Gao, Yuqi Zhang, Yingjie Tian",International Conference on Machine Learning,2022.0,,,,To Assess,https://www.semanticscholar.org/paper/16c0c786e60acce2be9a5e2ccba8b8fe0916e943,,,,AwesomeAnimeResearch
LinkTo-Anime: A 2D Animation Optical Flow Dataset from 3D Model Rendering,"Xiaoyi Feng, Kaifeng Zou, Caichun Cen, Tao Huang, Hui Guo, Zizhou Huang, Yingli Zhao, Mingqing Zhang, Diwei Wang, Yuntao Zou, Dagang Li",arXiv.org,2025.0,,,,To Assess,https://www.semanticscholar.org/paper/134588680a389238dfd00e6c0563fb79a26f259c,,,,Awesome-Animation-Research
LongAnimation: Long Animation Generation with Dynamic Global-Local Memory,"Nan Chen, Mengqi Huang, Yihao Meng, Zhendong Mao",arXiv.org,2025.0,,,,To Assess,https://www.semanticscholar.org/paper/75ec9f15fc1aa791940769e040c7b93b8aba1192,,,,Awesome-Animation-Research
"MagicAnime: A Hierarchically Annotated, Multimodal and Multitasking Dataset with Benchmarks for Cartoon Animation Generation","Shuolin Xu, Bingyuan Wang, Zeyu Cai, Fangteng Fu, Yue Ma, Tongyi Lee, Hongchuan Yu, Zeyu Wang",,2025.0,,,,To Assess,https://www.semanticscholar.org/paper/41ee225d10ea8d2d6661d846a279e1239f99311a,,,,Awesome-Animation-Research
Make-A-Storyboard: A General Framework for Storyboard with Disentangled and Merged Control,"Sitong Su, Litao Guo, Lianli Gao, Hengtao Shen, Jingkuan Song",arXiv.org,2023.0,,,,To Assess,https://www.semanticscholar.org/paper/1586a7f0918855d7a396b15d70f41577aee77713,,,,Awesome-AI4Animation
Manga Rescreening with Interpretable Screentone Representation,"M. Xie, Chengze Li, T. Wong",arXiv.org,2023.0,,,,To Assess,https://www.semanticscholar.org/paper/7a6a87bb04eb663fcb6aaa80c1e3c714334ea40e,,,,AwesomeAnimeResearch
MaRU: A Manga Retrieval and Understanding System Connecting Vision and Language,"Conghao Shen, Violet Z. Yao, Yixin Liu",arXiv.org,2023.0,,,,To Assess,https://www.semanticscholar.org/paper/502e3ffb78e95a126c8b4f6297dbcf476326e731,,,,awesome-comics-understanding
Method for Real Time Text Extraction of Digital Manga Comic,"K. Arai, H. Tolle",,2011.0,,,,To Assess,https://www.semanticscholar.org/paper/25d1d80cbbfc82d8dcd4e98f03dae24027cc3e0f,,,,"AwesomeAnimeResearch, awesome-comics-understanding"
Multi-modal Segment Assemblage Network for Ad Video Editing with Importance-Coherence Reward,"Yunlong Tang, Siting Xu, Teng Wang, Qin Lin, Qinglin Lu, Feng Zheng",Asian Conference on Computer Vision,2022.0,,,,To Assess,https://www.semanticscholar.org/paper/be5975f7cca9bbf30665d2539619eee01aebddb9,,,,Awesome-AI4Animation
Multimodal Transformer for Comics Text-Cloze,"Emanuele Vivoli, Joan Lafuente Baeza, Ernest Valveny Llobet, Dimosthenis Karatzas",IEEE International Conference on Document Analysis and Recognition,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/064bdc53a8458e6ecba0728cf8140f703a1fe819,,,,awesome-comics-understanding
One missing piece in Vision and Language: A Survey on Comics Understanding,"Emanuele Vivoli, Andrey Barsky, Mohamed Ali Souibgui, Artemis LLabres, Marco Bertini, Dimosthenis Karatzas",arXiv.org,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/d8b9881ec3a8bcb365734278e36fefcd020f5275,,,,awesome-comics-understanding
Open-Vocabulary DETR with Conditional Matching,"Yuhang Zang, Wei Li, Kaiyang Zhou, Chen Huang, Chen Change Loy",European Conference on Computer Vision,2022.0,,,,To Assess,https://www.semanticscholar.org/paper/403ad5d6e78fcf29f1ac526fbc9ff6cbfea555eb,,,,AwesomeAnimeResearch
Paint Bucket Colorization Using Anime Character Color Design Sheets,"Yu Dai, Qinyue Li, Shangchen Zhou, Yihang Luo, Chongyi Li, Chen Change Loy",arXiv.org,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/796ec5dfa6ea364c85ec52a2a0e03a4bfc623886,,,,Awesome-Animation-Research
Reframe Anything: LLM Agent for Open World Video Reframing,"Jiawang Cao, Yongliang Wu, Weiheng Chi, Wenbo Zhu, Ziyue Su, Jay Wu",arXiv.org,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/74d1e5c6a96ee487cf5e410237432a4955c08653,,,,Awesome-AI4Animation
SEED-Story: Multimodal Long Story Generation with Large Language Model,"Shuai Yang, Yuying Ge, Yang Li, Yukang Chen, Yixiao Ge, Ying Shan, Yingcong Chen",arXiv.org,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/466dce99f8226de1cc9557bceb8069934114deaf,,,,Awesome-AI4Animation
Sketch-A-Shape: Zero-Shot Sketch-to-3D Shape Generation,"Aditya Sanghi, P. Jayaraman, Arianna Rampini, J. Lambourne, Hooman Shayani, Evan Atherton, Saeid Asgari Taghanaki",arXiv.org,2023.0,,,,To Assess,https://www.semanticscholar.org/paper/1b610296563ef5ce6de78e096d9bcc52543607d6,,,,awesome-comics-understanding
SketchMan: Learning to Create Professional Sketches,"Jia Li, Nan Gao, T. Shen, Wei Zhang, Tao Mei, Hui Ren",ACM Multimedia,2020.0,,,,To Assess,https://www.semanticscholar.org/paper/728fe8dd3a9cb43da565d6c49d08c39d862e84af,,,,AwesomeAnimeResearch
Spatially Augmented Speech Bubble to Character Association via Comic Multi-task Learning,"Gurkan Soykan, Deniz Yuret, T. M. Sezgin",IEEE International Conference on Document Analysis and Recognition,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/53b84d85fb38641555aaeee558650122c2ea21a0,,,,awesome-comics-understanding
Spatially Controllable Image Synthesis with Internal Representation Collaging,"Ryohei Suzuki, Masanori Koyama, Takeru Miyato, Taizan Yonetsuji, Huachun Zhu",,2018.0,,,,To Assess,https://www.semanticscholar.org/paper/fe6b20332d37c50722aee0c6133df6c70826d27f,,,,AwesomeAnimeResearch
StencilTorch: An Iterative and User-Guided Framework for Anime Lineart Colorization,"Yliess Hati, Vincent Thevenin, F. Nolot, F. Rousseaux, Clément Duhart",Image and Vision Computing New Zealand,2022.0,,,,To Assess,https://www.semanticscholar.org/paper/92e7ebbdc78655bc12482c9974aa62c371db33e3,,,,AwesomeAnimeResearch
StoryDALL-E: Adapting Pretrained Text-to-Image Transformers for Story Continuation,"Adyasha Maharana, Darryl Hannan, Mohit Bansal",European Conference on Computer Vision,2022.0,,,,To Assess,https://www.semanticscholar.org/paper/9f7914c2577626868e6a69f2c9605b38f941055b,,,,awesome-comics-understanding
StoryImager: A Unified and Efficient Framework for Coherent Story Visualization and Completion,"Ming Tao, Bing-Kun Bao, Hao Tang, Yaowei Wang, Changsheng Xu",European Conference on Computer Vision,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/bba91395fe00ef48cadd557926ec11b07b34f9ed,,,,Awesome-AI4Animation
Styleverse: Towards Identity Stylization across Heterogeneous Domains,"Jia Li, Jie Cao, Junxian Duan, Ran He",arXiv.org,2022.0,,,,To Assess,https://www.semanticscholar.org/paper/fd779ccf8ca03ad0ea2dc644b18f05681710e222,,,,AwesomeAnimeResearch
Tails Tell Tales: Chapter-Wide Manga Transcriptions with Character Names,"Ragav Sachdeva, Gyungin Shin, Andrew Zisserman",Asian Conference on Computer Vision,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/efcb481e958017e7a226f64e21769683c3baa7b9,,,,"AwesomeAnimeResearch, awesome-comics-understanding"
Textoon: Generating Vivid 2D Cartoon Characters from Text Descriptions,"Chao He, Jianqiang Ren, Liefeng Bo",arXiv.org,2025.0,,,,To Assess,https://www.semanticscholar.org/paper/f5c9b6cbf9063ff15444b6773fb9b81d4efcec4a,,,,Awesome-AI4Animation
Thinking Outside the BBox: Unconstrained Generative Object Compositing,"Gemma Canet Tarr'es, Zhe L. Lin, Zhifei Zhang, Jianming Zhang, Yizhi Song, Dan Ruta, Andrew Gilbert, J. Collomosse, Soo Ye Kim",European Conference on Computer Vision,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/f9f3b6b1148473e13c933a1f3da5eefdce936a44,,,,Awesome-AI4Animation
TokenFlow: Consistent Diffusion Features for Consistent Video Editing,"Michal Geyer, Omer Bar-Tal, Shai Bagon, Tali Dekel",International Conference on Learning Representations,2023.0,,,,To Assess,https://www.semanticscholar.org/paper/4761f173965195798cd3046ef4af608a83504e4d,,,,Awesome-AI4Animation
Towards Diverse Anime Face Generation: Active Label Completion and Style Feature Network,"Hongyu Li, Tianqi Han",Eurographics,2019.0,,,,To Assess,https://www.semanticscholar.org/paper/0f4bd57eb276f7fe4518da28e21e153d194825cb,,,,AwesomeAnimeResearch
Universal Face Restoration With Memorized Modulation,"Jia Li, Huaibo Huang, Xiaofei Jia, R. He",arXiv.org,2021.0,,,,To Assess,https://www.semanticscholar.org/paper/a4dff2812e2e89b0be3701126e7135df820dc8e2,,,,AwesomeAnimeResearch
Video2Music: Suitable Music Generation from Videos using an Affective Multimodal Transformer model,"Jaeyong Kang, Soujanya Poria, Dorien Herremans",Expert systems with applications,2023.0,,,,To Assess,https://www.semanticscholar.org/paper/5045d5160ab962861a9f22b150fa16940c331faf,,,,Awesome-AI4Animation
VideoDirectorGPT: Consistent Multi-scene Video Generation via LLM-Guided Planning,"Han Lin, Abhaysinh Zala, Jaemin Cho, Mohit Bansal",arXiv.org,2023.0,,,,To Assess,https://www.semanticscholar.org/paper/16753e0317730e8c1b297338300a8c6163dd06f2,,,,Awesome-AI4Animation
AnimeShooter: A Multi-Shot Animation Dataset for Reference-Guided Video Generation,"Lu Qiu, Yizhuo Li, Yuying Ge, Yixiao Ge, Ying Shan, Xihui Liu",arXiv.org,2025.0,,,,To Assess,https://www.semanticscholar.org/paper/b7c6c57f9c8668b224e5fefc2ca93345392a62b6,,,,"Awesome-Animation-Research, AwesomeAnimeResearch"
CameraCtrl: Enabling Camera Control for Text-to-Video Generation,"Hao He, Yinghao Xu, Yuwei Guo, Gordon Wetzstein, Bo Dai, Hongsheng Li, Ceyuan Yang",arXiv.org,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/3fc6184c72fd55b67409ef87493c333f15a33180,,,,Awesome-AI4Animation
CartoonRenderer: An Instance-based Multi-Style Cartoon Image Translator,"Yugang Chen, Muchun Chen, Chaoyue Song, Bingbing Ni",Conference on Multimedia Modeling,2019.0,,,,To Assess,https://www.semanticscholar.org/paper/600b9eced5b9c399cf510dd3d908e97a61fd325f,,,,AwesomeAnimeResearch
ColorizeDiffusion v2: Enhancing Reference-based Sketch Colorization Through Separating Utilities,"Dingkun Yan, Xinrui Wang, Yusuke Iwasawa, Yutaka Matsuo, Suguru Saito, Jiaxian Guo",arXiv.org,2025.0,,,,To Assess,https://www.semanticscholar.org/paper/8f983b49edbbd70c6db8d7675f9691de7f5c665b,,,,AwesomeAnimeResearch
ColorizeDiffusion: Adjustable Sketch Colorization with Reference Image and Text,"Dingkun Yan, Liang Yuan, Yuma Nishioka, I. Fujishiro, Suguru Saito",arXiv.org,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/16356fb02bb6f13e96fbf34aa9ab8fca2870ba3e,,,,AwesomeAnimeResearch
ComiCap: A VLMs pipeline for dense captioning of Comic Panels,"Emanuele Vivoli, Niccoló Biondi, Marco Bertini, Dimosthenis Karatzas",ECCV Workshops,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/35d014171635168973712f5b43da2e3e301cd670,,,,awesome-comics-understanding
ComicBERT: A Transformer Model and Pre-training Strategy for Contextual Understanding in Comics,"Gurkan Soykan, Deniz Yuret, T. M. Sezgin",IEEE International Conference on Document Analysis and Recognition,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/2cb1ee4878f4ca7fd52fb5033ced1f759c3b46cd,,,,awesome-comics-understanding
ComicGAN: Text-to-Comic Generative Adversarial Network,"Ben Proven-Bessel, Zilong Zhao, L. Chen",arXiv.org,2021.0,,,,To Assess,https://www.semanticscholar.org/paper/5e5378d75b250eb6545762ce09408c83e5ff7b8e,,,,awesome-comics-understanding
DreamTuner: Single Image is Enough for Subject-Driven Generation,"Miao Hua, Jiawei Liu, Fei Ding, Wei Liu, Jie Wu, Qian He",arXiv.org,2023.0,,,,To Assess,https://www.semanticscholar.org/paper/b2e650f7f3348ee4fa12798c0d8ecfcf479dc328,,,,AwesomeAnimeResearch
FairyGen: Storied Cartoon Video from a Single Child-Drawn Character,"Jiayi Zheng, Xiaodong Cun",arXiv.org,2025.0,,,,To Assess,https://www.semanticscholar.org/paper/f9194c7aaa42e64af48f7bd60d7f7677d6c1fe89,,,,Awesome-Animation-Research
Few-shot Semantic Image Synthesis Using StyleGAN Prior,"Yuki Endo, Yoshihiro Kanamori",arXiv.org,2021.0,,,,To Assess,https://www.semanticscholar.org/paper/24dfd76a4de22dea0bbf780997b9756c83eadec9,,,,AwesomeAnimeResearch
Generative Adversarial Networks for photo to Hayao Miyazaki style cartoons,"Filip Andersson, Simon Arvidsson",arXiv.org,2020.0,,,,To Assess,https://www.semanticscholar.org/paper/56c2089a44c576a05d340d4dc14afa61d7e016df,,,,AwesomeAnimeResearch
Generative AI for Cel-Animation: A Survey,"Yunlong Tang, Junjia Guo, Pinxin Liu, Zhiyuan Wang, Hang Hua, Jia-Xing Zhong, Yunzhong Xiao, Chao Huang, Luchuan Song, Susan Liang, Yizhi Song, Liu He, Jing Bi, Mingqian Feng, Xinyang Li, Zeliang Zhang, Chenliang Xu",arXiv.org,2025.0,,,,To Assess,https://www.semanticscholar.org/paper/9272b816db199322c837d61ace7874d6a7c5f7a5,,,,"Awesome-AI4Animation, Awesome-Animation-Research"
Grounding DINO: Marrying DINO with Grounded Pre-Training for Open-Set Object Detection,"Shilong Liu, Zhaoyang Zeng, Tianhe Ren, Feng Li, Hao Zhang, Jie Yang, Chun-yue Li, Jianwei Yang, Hang Su, Jun-Juan Zhu, Lei Zhang",European Conference on Computer Vision,2023.0,,,,To Assess,https://www.semanticscholar.org/paper/c3e5a20b844c042d2174263d2fd5b30d8cc8f0b0,,,,awesome-comics-understanding
Identity-Aware Semi-Supervised Learning for Comic Character Re-Identification,"Gurkan Soykan, Deniz Yuret, T. M. Sezgin",arXiv.org,2023.0,,,,To Assess,https://www.semanticscholar.org/paper/2f43e2fcdf0de2655b2c64f0ece7da7f2e81c4e4,,,,awesome-comics-understanding
Manga Generation via Layout-controllable Diffusion,"Siyu Chen, Dengjie Li, Zenghao Bao, Yao Zhou, Lingfeng Tan, Yujie Zhong, Zheng Zhao",arXiv.org,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/13840f3a30b6cd4c3ebdb7cc1603363b3948b0de,,,,Awesome-AI4Animation
MimicMotion: High-Quality Human Motion Video Generation with Confidence-aware Pose Guidance,"Yuang Zhang, Jiaxi Gu, Li-Wen Wang, Han Wang, Junqi Cheng, Yuefeng Zhu, Fangyuan Zou",arXiv.org,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/c80746c1ff6b60109e1d65fc7451e03254518aec,,,,Awesome-AI4Animation
Object Detection for Comics using Manga109 Annotations,"Toru Ogawa, Atsushi Otsubo, Rei Narita, Yusuke Matsui, T. Yamasaki, K. Aizawa",arXiv.org,2018.0,,,,To Assess,https://www.semanticscholar.org/paper/460845e06ca99f292fa2265beb4e535d20ba16f8,,,,AwesomeAnimeResearch
ObjectDrop: Bootstrapping Counterfactuals for Photorealistic Object Removal and Insertion,"Daniel Winter, Matan Cohen, Shlomi Fruchter, Y. Pritch, A. Rav-Acha, Yedid Hoshen",European Conference on Computer Vision,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/f56c302f143fc39947c489d0e55f5bc4c786bfab,,,,Awesome-AI4Animation
Outline Colorization through Tandem Adversarial Networks,Kevin Frans,arXiv.org,2017.0,,,,To Assess,https://www.semanticscholar.org/paper/f38884a5fa8e706e2e26652da46da725bb4af4bc,,,,AwesomeAnimeResearch
Page Stream Segmentation with Convolutional Neural Nets Combining Textual and Visual Features,"Gregor Wiedemann, Gerhard Heyer",International Conference on Language Resources and Evaluation,2017.0,,,,To Assess,https://www.semanticscholar.org/paper/aa787dd40f3237b38053cb489338857fcb2c59b9,,,,awesome-comics-understanding
